,epochs,loss,accuracy,val_loss,val_accuracy
0,0,0.6146116256713867,0.8187739253044128,0.2760831415653229,0.8776758313179016
1,1,0.24759362637996674,0.8946360349655151,0.1659654825925827,0.9357798099517822
2,2,0.19204312562942505,0.921072781085968,0.16013988852500916,0.9541284441947937
3,3,0.18775562942028046,0.9302682280540466,0.15301620960235596,0.966360867023468
4,4,0.17339006066322327,0.9318007826805115,0.17585407197475433,0.9602446556091309
5,5,0.1469639390707016,0.9409961700439453,0.1221795380115509,0.9571865200996399
6,6,0.11806328594684601,0.9532567262649536,0.10712260007858276,0.9571865200996399
7,7,0.14028041064739227,0.946360170841217,0.09751638025045395,0.966360867023468
8,8,0.11072941869497299,0.9574712514877319,0.11045484244823456,0.963302731513977
9,9,0.11447624117136002,0.9582375288009644,0.27152255177497864,0.932721734046936
10,10,0.1464536488056183,0.9578543901443481,0.2727466821670532,0.932721734046936
11,11,0.1346626728773117,0.9544061422348022,0.09319397807121277,0.9571865200996399
12,12,0.0997505635023117,0.9574712514877319,0.0951131209731102,0.9602446556091309
13,13,0.11206179857254028,0.9570881128311157,0.09261661767959595,0.963302731513977
14,14,0.10918193310499191,0.9628352522850037,0.12639334797859192,0.9602446556091309
15,15,0.08519501239061356,0.9639846682548523,0.08474783599376678,0.9694189429283142
16,16,0.09079916030168533,0.967432975769043,0.07040894031524658,0.9785932898521423
17,17,0.09807821363210678,0.961685836315155,0.10627332329750061,0.963302731513977
18,18,0.10758479684591293,0.9609195590019226,0.15981052815914154,0.9571865200996399
19,19,0.0768333375453949,0.9708812236785889,0.07587727904319763,0.9785932898521423
20,20,0.08619643747806549,0.9697318077087402,0.06625525653362274,0.9785932898521423
21,21,0.07678515464067459,0.9731800556182861,0.14703930914402008,0.9541284441947937
22,22,0.07848430424928665,0.9724137783050537,0.07543207705020905,0.9755351543426514
23,23,0.08560441434383392,0.9743295311927795,0.0812075212597847,0.966360867023468
24,24,0.08241139352321625,0.9743295311927795,0.022515468299388885,0.9938837885856628
25,25,0.08776561915874481,0.9724137783050537,0.048497676849365234,0.9755351543426514
26,26,0.06509281694889069,0.9762452244758606,0.053755808621644974,0.9877675771713257
27,27,0.07694216072559357,0.9720306396484375,0.10448070615530014,0.9694189429283142
28,28,0.06378847360610962,0.9739463329315186,0.08176682144403458,0.9785932898521423
29,29,0.061449337750673294,0.9785440564155579,0.07048265635967255,0.9847095012664795
30,30,0.05853142961859703,0.9743295311927795,0.1202726885676384,0.9602446556091309
31,31,0.07638047635555267,0.9731800556182861,0.10055305063724518,0.963302731513977
32,32,0.0664316713809967,0.9777777791023254,0.06039782240986824,0.9785932898521423
33,33,0.0689166784286499,0.9789271950721741,0.07974009215831757,0.9755351543426514
34,34,0.06241657957434654,0.9793103337287903,0.07490003854036331,0.966360867023468
35,35,0.05091284215450287,0.9800766110420227,0.07254161685705185,0.9724770784378052
