,epochs,loss,accuracy,val_loss,val_accuracy
0,0,0.4433049261569977,0.8106728792190552,1.230724811553955,0.6516854166984558
1,1,0.17181125283241272,0.9347426295280457,5.613399505615234,0.6516854166984558
2,2,0.11420102417469025,0.9665893316268921,0.9172746539115906,0.6516854166984558
3,3,0.09645251929759979,0.9698376059532166,1.0207180976867676,0.6516854166984558
4,4,0.08664873242378235,0.9730858206748962,0.7593546509742737,0.6516854166984558
5,5,0.06320533156394958,0.981902539730072,5.614168167114258,0.6516854166984558
6,6,0.05461724475026131,0.9842227101325989,0.6785695552825928,0.6516854166984558
7,7,0.043329451233148575,0.9865429401397705,1.198771357536316,0.6516854166984558
8,8,0.05259646102786064,0.9870069622993469,0.6482400298118591,0.6516854166984558
9,9,0.05581788346171379,0.9856148362159729,1.28690505027771,0.6516854166984558
10,10,0.045620184391736984,0.9851508140563965,0.805467963218689,0.6516854166984558
11,11,0.04282423108816147,0.9902552366256714,0.844601035118103,0.6516854166984558
12,12,0.03514104709029198,0.9893271327018738,0.8856672644615173,0.3483146131038666
13,13,0.040444836020469666,0.988399088382721,0.7926774621009827,0.6516854166984558
14,14,0.048721928149461746,0.9879350066184998,2.2254457473754883,0.3483146131038666
15,15,0.06349397450685501,0.981902539730072,0.657486617565155,0.6516854166984558
16,16,0.04020048677921295,0.9875919222831726,0.8830804228782654,0.6516854166984558
17,17,0.03308214247226715,0.9921113848686218,0.7941558957099915,0.6516854166984558
18,18,0.03748346492648125,0.9921113848686218,0.8094696402549744,0.6516854166984558
19,19,0.030903484672307968,0.9930394291877747,0.646589457988739,0.6516854166984558
20,20,0.026348747313022614,0.9930394291877747,2.1650586128234863,0.3483146131038666
21,21,0.03905925527215004,0.9897911548614502,2.9978182315826416,0.3483146131038666
22,22,0.048092614859342575,0.9852941036224365,5.473684787750244,0.3483146131038666
23,23,0.025129178538918495,0.9911832809448242,0.6505946516990662,0.63840651512146
24,24,0.028860123828053474,0.9939675331115723,2.2601959705352783,0.3483146131038666
25,25,0.017539560794830322,0.9953595995903015,2.0190987586975098,0.3483146131038666
26,26,0.01823711022734642,0.9953595995903015,2.0760936737060547,0.39836567640304565
27,27,0.034401923418045044,0.9897911548614502,0.6807088851928711,0.6527068614959717
28,28,0.020692475140094757,0.9948955774307251,1.3356627225875854,0.3483146131038666
29,29,0.024830907583236694,0.9944315552711487,2.0428476333618164,0.3483146131038666
30,30,0.04859471693634987,0.9897911548614502,1.8550527095794678,0.3483146131038666
31,31,0.03335551917552948,0.9921113848686218,0.8037274479866028,0.3483146131038666
32,32,0.051981959491968155,0.9837586879730225,0.6811025738716125,0.6516854166984558
33,33,0.030454715713858604,0.9911832809448242,4.611944198608398,0.35240042209625244
34,34,0.017943883314728737,0.9948955774307251,0.9848940372467041,0.6077630519866943
35,35,0.03966973349452019,0.9856148362159729,0.9809343814849854,0.6608784198760986
36,36,0.0350409671664238,0.9888631105422974,1.0461777448654175,0.6598569750785828
37,37,0.03390800207853317,0.9907192587852478,1.032745361328125,0.6618999242782593
38,38,0.021371973678469658,0.9944315552711487,1.0703489780426025,0.6547497510910034
39,39,0.029683692380785942,0.9925754070281982,1.0778779983520508,0.7323799729347229
40,40,0.04231822118163109,0.9874709844589233,2.6849987506866455,0.45760980248451233
41,41,0.026789696887135506,0.9930394291877747,0.5666296482086182,0.6986721158027649
42,42,0.015014675445854664,0.9967517256736755,0.4592043161392212,0.7834525108337402
43,43,0.028200047090649605,0.9916473031044006,1.4435865879058838,0.5801838636398315
44,44,0.0192140843719244,0.9948955774307251,0.7221674919128418,0.7068437337875366
45,45,0.01982896961271763,0.9948955774307251,0.5184656977653503,0.8283963203430176
46,46,0.011363515630364418,0.9967517256736755,0.5113345980644226,0.8539325594902039
47,47,0.03496314212679863,0.9902552366256714,1.529556393623352,0.751787543296814
48,48,0.024603869765996933,0.9935034513473511,1.7598079442977905,0.7191011309623718
49,49,0.030670221894979477,0.9907192587852478,1.4007151126861572,0.7671092748641968
50,50,0.03997958078980446,0.9865429401397705,1.434144377708435,0.8273748755455017
51,51,0.026133578270673752,0.9925754070281982,0.8257462978363037,0.8804903030395508
52,52,0.018260350450873375,0.9944853186607361,1.047728419303894,0.6956077814102173
53,53,0.01692327857017517,0.9935034513473511,0.41312065720558167,0.8631256222724915
54,54,0.019994087517261505,0.9939675331115723,0.24819964170455933,0.966292142868042
55,55,0.02351612225174904,0.9925754070281982,0.5290402173995972,0.9223697781562805
56,56,0.018361976370215416,0.9953595995903015,0.6766627430915833,0.872318685054779
57,57,0.02167460508644581,0.9931066036224365,0.7636086940765381,0.7834525108337402
58,58,0.026727909222245216,0.9930394291877747,0.17796127498149872,0.9336057305335999
59,59,0.021494392305612564,0.9935034513473511,0.12484392523765564,0.9642492532730103
60,60,0.013977179303765297,0.9977021813392639,0.09731679409742355,0.9744637608528137
61,61,0.01947338506579399,0.9953595995903015,0.09126175194978714,0.9734423160552979
62,62,0.01955518126487732,0.9958236813545227,0.3583848476409912,0.8978549838066101
63,63,0.014604134485125542,0.9962877035140991,0.3449501395225525,0.898876428604126
64,64,0.014467066153883934,0.9958236813545227,0.5317621827125549,0.8886619210243225
65,65,0.013422615826129913,0.9967517256736755,0.033994559198617935,0.9856997132301331
66,66,0.02824217826128006,0.9911832809448242,0.17086157202720642,0.9346271753311157
67,67,0.024720512330532074,0.9935034513473511,0.09648178517818451,0.9713993668556213
68,68,0.024286041036248207,0.9944315552711487,0.07639911770820618,0.9765066504478455
69,69,0.020704030990600586,0.9930394291877747,0.08201564848423004,0.9785495400428772
70,70,0.022963864728808403,0.9935034513473511,0.05932203680276871,0.9826353192329407
71,71,0.02029193378984928,0.9944315552711487,0.44090530276298523,0.852911114692688
72,72,0.0101441266015172,0.9962877035140991,0.45680955052375793,0.8845760822296143
