,epochs,loss,accuracy,val_loss,val_accuracy
0,0,0.9659669995307922,0.4487239122390747,0.6931474804878235,0.3483146131038666
1,1,0.6930972337722778,0.40742459893226624,0.6931474804878235,0.3483146131038666
2,2,0.6922218799591064,0.461252897977829,0.6931474804878235,0.3483146131038666
3,3,0.656669557094574,0.5953596234321594,0.6931474804878235,0.3483146131038666
4,4,0.5663543343544006,0.6561484932899475,0.6931474804878235,0.3483146131038666
5,5,0.49814242124557495,0.7229698300361633,0.6931474804878235,0.3483146131038666
6,6,0.4096935987472534,0.7883991003036499,0.653866708278656,0.6516854166984558
7,7,0.3697224259376526,0.8575406074523926,0.6913138031959534,0.6516854166984558
8,8,0.32850781083106995,0.8779582381248474,0.6915122866630554,0.6516854166984558
9,9,0.31411096453666687,0.8928074240684509,0.6931474804878235,0.3483146131038666
10,10,0.30970507860183716,0.9109048843383789,0.6931474804878235,0.3483146131038666
11,11,0.28357475996017456,0.9201856255531311,0.6928383708000183,0.6516854166984558
12,12,0.2661217749118805,0.9248259663581848,0.9366711378097534,0.6516854166984558
13,13,0.26136744022369385,0.9234338998794556,2.078172445297241,0.6516854166984558
14,14,0.2461896538734436,0.9610208868980408,1.8727169036865234,0.6516854166984558
15,15,0.2617279589176178,0.9410672783851624,1.4234644174575806,0.6516854166984558
16,16,0.25146543979644775,0.9299303889274597,0.8791168332099915,0.6516854166984558
17,17,0.2513328194618225,0.9573085904121399,0.9861041903495789,0.6516854166984558
18,18,0.25053203105926514,0.9526681900024414,0.6520857214927673,0.6516854166984558
19,19,0.2419017255306244,0.9860788583755493,0.6500870585441589,0.6516854166984558
20,20,0.1979328989982605,0.9888631105422974,0.6630261540412903,0.6516854166984558
21,21,0.15501828491687775,0.9647331833839417,0.6716675162315369,0.6516854166984558
22,22,0.21070820093154907,0.9229698181152344,10.503927230834961,0.3483146131038666
23,23,0.18961039185523987,0.935498833656311,10.503927230834961,0.3483146131038666
24,24,0.13848398625850677,0.9587007164955139,10.503927230834961,0.3483146131038666
25,25,0.08727022260427475,0.9698376059532166,0.6691873669624329,0.6516854166984558
26,26,0.072966068983078,0.9777262210845947,0.6488392949104309,0.6516854166984558
27,27,0.051645759493112564,0.9823665618896484,0.6554528474807739,0.6516854166984558
28,28,0.05501784756779671,0.9823665618896484,0.6850165128707886,0.6516854166984558
29,29,0.04805498570203781,0.9865429401397705,1.1177009344100952,0.6516854166984558
30,30,0.04031066596508026,0.9879350066184998,1.4195891618728638,0.6649642586708069
31,31,0.07006432116031647,0.980510413646698,0.8131022453308105,0.6516854166984558
32,32,0.07150334864854813,0.9767981171607971,0.8182311654090881,0.6516854166984558
33,33,0.04969393089413643,0.9865429401397705,1.0181388854980469,0.6516854166984558
34,34,0.26335301995277405,0.9145220518112183,0.7158641815185547,0.6537283062934875
35,35,0.2583494782447815,0.9062644839286804,10.503927230834961,0.3483146131038666
36,36,0.15672792494297028,0.9392111301422119,0.8015850782394409,0.590398371219635
37,37,0.1276603639125824,0.9591647386550903,10.503927230834961,0.3483146131038666
38,38,0.07386696338653564,0.9758700728416443,10.026274681091309,0.3483146131038666
39,39,0.07364754378795624,0.9791183471679688,10.308270454406738,0.3483146131038666
40,40,0.05272830277681351,0.983294665813446,0.6970171332359314,0.35852912068367004
41,41,0.05985346809029579,0.9865429401397705,0.6973345279693604,0.6516854166984558
42,42,0.04221925884485245,0.9860788583755493,0.7232491374015808,0.6516854166984558
43,43,0.036041274666786194,0.9916473031044006,0.683641791343689,0.6516854166984558
44,44,0.031030386686325073,0.9893271327018738,0.6095647215843201,0.6690500378608704
45,45,0.03470045328140259,0.9897911548614502,0.547982931137085,0.7395301461219788
46,46,0.026564300060272217,0.9921113848686218,0.5021551251411438,0.771195113658905
47,47,0.028324348852038383,0.9925754070281982,0.41871318221092224,0.765066385269165
48,48,0.038633473217487335,0.9870069622993469,0.3347499370574951,0.8488253355026245
49,49,0.018396256491541862,0.9944315552711487,0.3337192237377167,0.8416751623153687
50,50,0.037147898226976395,0.9921113848686218,0.29551827907562256,0.8580183982849121
51,51,0.0344163216650486,0.9912683963775635,0.3283419907093048,0.8876404762268066
52,52,0.03979473188519478,0.9897911548614502,0.2953604757785797,0.8804903030395508
53,53,0.028926722705364227,0.9930394291877747,0.19014152884483337,0.9141981601715088
54,54,0.030663952231407166,0.9935034513473511,0.1925591677427292,0.9284984469413757
55,55,0.04128166660666466,0.9897911548614502,0.38510870933532715,0.8804903030395508
