,epochs,loss,accuracy,val_loss,val_accuracy
0,0,0.5755879282951355,0.8118773698806763,0.45222124457359314,0.8409786224365234
1,1,0.2473781704902649,0.8977011442184448,0.28622913360595703,0.8776758313179016
2,2,0.20959189534187317,0.9145593643188477,0.17262430489063263,0.9357798099517822
3,3,0.15542595088481903,0.9398467540740967,0.13825029134750366,0.9480122327804565
4,4,0.15020224452018738,0.9425287246704102,0.1476198434829712,0.9418960213661194
5,5,0.1243998110294342,0.9513409733772278,0.09616705030202866,0.9694189429283142
6,6,0.1395653933286667,0.9432950019836426,0.10057884454727173,0.9694189429283142
7,7,0.12343504279851913,0.9559386968612671,0.1131938025355339,0.9602446556091309
8,8,0.11517272144556046,0.9609195590019226,0.1042744442820549,0.963302731513977
9,9,0.08907425403594971,0.9662835001945496,0.09631960839033127,0.963302731513977
10,10,0.10800690948963165,0.9613026976585388,0.0648762583732605,0.9816513657569885
11,11,0.11985885351896286,0.961685836315155,0.08956397324800491,0.9724770784378052
12,12,0.10204749554395676,0.9636015295982361,0.1656281054019928,0.9541284441947937
13,13,0.09056457132101059,0.9666666388511658,0.12132605910301208,0.963302731513977
14,14,0.0908672884106636,0.9678161144256592,0.14696478843688965,0.9510703086853027
15,15,0.0785413533449173,0.9712643623352051,0.11824087053537369,0.9480122327804565
16,16,0.07695413380861282,0.9689655303955078,0.09344355016946793,0.9694189429283142
17,17,0.08745753765106201,0.9670498371124268,0.07550189644098282,0.9847095012664795
18,18,0.07203997671604156,0.9762452244758606,0.19831550121307373,0.9602446556091309
19,19,0.07851887494325638,0.9724137783050537,0.06693892180919647,0.9785932898521423
20,20,0.06763159483671188,0.9758620858192444,0.06151900440454483,0.9816513657569885
21,21,0.06563572585582733,0.9766283631324768,0.060577597469091415,0.9755351543426514
22,22,0.07869049906730652,0.9701149463653564,0.09793808311223984,0.963302731513977
23,23,0.08106192201375961,0.969348669052124,0.12247064709663391,0.9571865200996399
24,24,0.0639926940202713,0.9758620858192444,0.0869113877415657,0.9724770784378052
25,25,0.08509594202041626,0.967432975769043,0.08159501850605011,0.963302731513977
26,26,0.07820345461368561,0.9716475009918213,0.0984976515173912,0.966360867023468
27,27,0.0717640295624733,0.9777777791023254,0.07662183046340942,0.9816513657569885
28,28,0.07585525512695312,0.975095808506012,0.09024685621261597,0.966360867023468
29,29,0.0535941980779171,0.9800766110420227,0.06943629682064056,0.9785932898521423
30,30,0.07456371933221817,0.9704980850219727,0.06673289090394974,0.9816513657569885
31,31,0.05461215227842331,0.9819923639297485,0.08379636704921722,0.9724770784378052
32,32,0.06878028064966202,0.9758620858192444,0.08804262429475784,0.966360867023468
33,33,0.062419794499874115,0.977011501789093,0.07149671763181686,0.9724770784378052
34,34,0.05201205611228943,0.9816091656684875,0.04598662257194519,0.9847095012664795
35,35,0.054966945201158524,0.9812260270118713,0.06110157072544098,0.9816513657569885
36,36,0.05200190097093582,0.9804597496986389,0.08649749308824539,0.9694189429283142
37,37,0.05224611610174179,0.9808428883552551,0.06691288948059082,0.9724770784378052
38,38,0.06416629999876022,0.9766283631324768,0.07687000185251236,0.9724770784378052
39,39,0.06041010841727257,0.9754789471626282,0.06746295839548111,0.966360867023468
40,40,0.05240274965763092,0.9800766110420227,0.036178670823574066,0.9816513657569885
41,41,0.04956605285406113,0.9831417798995972,0.09739815443754196,0.9816513657569885
42,42,0.07566138356924057,0.9735631942749023,0.12689998745918274,0.9541284441947937
43,43,0.06316400319337845,0.977011501789093,0.0691773071885109,0.9847095012664795
44,44,0.05871022120118141,0.9816091656684875,0.09946617484092712,0.9755351543426514
45,45,0.047916870564222336,0.9842911958694458,0.054315052926540375,0.9847095012664795
46,46,0.05402805656194687,0.9839080572128296,0.07757136225700378,0.9816513657569885
47,47,0.04457036778330803,0.9858237504959106,0.07861021161079407,0.9724770784378052
48,48,0.04754967615008354,0.9789271950721741,0.0690426453948021,0.966360867023468
